,cutstate,solution
4,216.0,"{462: 1, 352: 1, 468: 1, 318: 1, 138: 1, 251: 1, 44: 1, 430: 1, 177: 1, 47: 1, 498: 0, 29: 1, 500: 1, 331: 1, 428: 0, 480: 0, 9: 1, 376: 0, 408: 1, 41: 1, 314: 1, 465: 1, 305: 0, 483: 0, 369: 1, 386: 1, 261: 1, 348: 1, 218: 1, 55: 1, 453: 1, 431: 0, 372: 0, 441: 1, 436: 1, 411: 1, 383: 1, 272: 1, 397: 1, 32: 0, 173: 1, 237: 1, 62: 1, 182: 1, 434: 0, 235: 0, 366: 1, 54: 1, 152: 0, 184: 1, 360: 1, 423: 1, 402: 1, 106: 1, 284: 1, 320: 1, 239: 1, 146: 0, 264: 1, 401: 1, 338: 1, 74: 1, 351: 0, 365: 1, 105: 1, 335: 1, 172: 1, 250: 1, 200: 1, 118: 1, 183: 1, 273: 0, 466: 1, 487: 1, 485: 1, 70: 0, 1: 1, 313: 1, 363: 1, 57: 1, 139: 0, 297: 0, 262: 1, 474: 1, 185: 1, 375: 1, 3: 0, 399: 1, 336: 0, 143: 1, 266: 1, 479: 1, 25: 1, 191: 0, 35: 1, 417: 0, 50: 1, 355: 0, 23: 1, 429: 0, 236: 1, 197: 0, 240: 1, 459: 1, 165: 0, 339: 1, 456: 1, 51: 1, 205: 1, 247: 0, 92: 1, 330: 1, 89: 1, 77: 1, 31: 1, 242: 1, 281: 1, 332: 0, 389: 1, 214: 1, 382: 1, 265: 1, 488: 0, 66: 1, 409: 1, 4: 1, 122: 1, 377: 0, 67: 1, 226: 0, 213: 1, 315: 0, 370: 1, 492: 1, 43: 1, 334: 0, 472: 1, 97: 1, 327: 1, 134: 1, 21: 1, 217: 1, 442: 1, 269: 1, 38: 1, 101: 1, 445: 1, 221: 0, 81: 1, 42: 1, 394: 1, 286: 1, 98: 1, 317: 1, 353: 1, 473: 1, 358: 1, 450: 0, 68: 1, 280: 1, 159: 1, 329: 1, 211: 1, 116: 1, 56: 0, 155: 1, 427: 0, 311: 0, 45: 1, 123: 1, 10: 0, 491: 1, 168: 0, 162: 1, 59: 1, 125: 1, 222: 1, 99: 1, 295: 1, 443: 1, 117: 0, 110: 0, 322: 1, 151: 1, 201: 1, 294: 1, 448: 1, 446: 1, 112: 1, 170: 1, 416: 0, 7: 1, 381: 0, 212: 1, 489: 0, 458: 1, 296: 1, 234: 0, 493: 1, 424: 1, 181: 1, 166: 1, 413: 1, 304: 0, 230: 1, 388: 1, 115: 1, 228: 1, 207: 1, 223: 1, 258: 1, 362: 1, 278: 1, 435: 1, 28: 1, 108: 1, 460: 1, 364: 1, 467: 1, 91: 1, 52: 1, 346: 1, 349: 1, 310: 1, 17: 1, 289: 1, 144: 0, 195: 1, 135: 1, 160: 0, 180: 1, 328: 0, 279: 1, 359: 1, 444: 1, 463: 1, 153: 1, 131: 1, 16: 1, 154: 1, 140: 1, 325: 1, 147: 1, 243: 1, 256: 1, 141: 1, 440: 0, 129: 1, 410: 1, 76: 1, 231: 0, 186: 0, 452: 0, 40: 0, 100: 0, 361: 1, 469: 1, 161: 0, 324: 0, 471: 1, 396: 1, 290: 0, 33: 1, 238: 0, 447: 0, 5: 0, 340: 0, 486: 1, 24: 0, 104: 0, 194: 0, 95: 0, 451: 0, 86: 0, 113: 0, 253: 0, 203: 0, 299: 0, 276: 0, 156: 1, 390: 0, 495: 0, 61: 0, 433: 0, 292: 0, 229: 1, 301: 1, 437: 0, 291: 0, 204: 0, 49: 0, 73: 0, 69: 0, 71: 0, 208: 0, 132: 0, 216: 0, 455: 1, 167: 0, 136: 0, 13: 1, 65: 0, 196: 0, 6: 0, 309: 0, 142: 0, 302: 0, 274: 1, 323: 0, 158: 0, 245: 0, 422: 1, 403: 0, 219: 0, 308: 1, 454: 0, 79: 0, 188: 0, 109: 0, 15: 0, 496: 0, 270: 0, 72: 1, 130: 0, 26: 1, 494: 0, 438: 0, 426: 0, 174: 1, 344: 0, 202: 1, 378: 0, 128: 0, 497: 0, 461: 0, 149: 0, 133: 1, 27: 1, 148: 1, 30: 0, 248: 0, 357: 0, 225: 1, 392: 1, 288: 0, 457: 0, 371: 0, 127: 0, 342: 0, 193: 0, 260: 0, 393: 1, 421: 0, 481: 0, 303: 0, 84: 1, 464: 0, 124: 0, 425: 0, 267: 0, 347: 0, 19: 0, 350: 0, 398: 0, 192: 1, 477: 0, 90: 0, 34: 0, 87: 1, 53: 0, 126: 0, 157: 0, 306: 0, 178: 0, 171: 0, 179: 0, 321: 0, 88: 0, 343: 0, 93: 0, 58: 0, 319: 0, 285: 0, 164: 0, 312: 0, 293: 0, 114: 0, 268: 0, 384: 0, 307: 0, 282: 0, 476: 0, 252: 0, 482: 0, 254: 1, 367: 0, 368: 0, 82: 0, 48: 0, 14: 0, 137: 1, 405: 0, 439: 0, 163: 0, 198: 0, 257: 0, 232: 1, 187: 0, 150: 0, 210: 0, 275: 0, 475: 1, 175: 0, 103: 0, 199: 0, 418: 0, 490: 1, 287: 0, 63: 0, 37: 0, 374: 0, 298: 0, 391: 0, 387: 0, 337: 0, 412: 1, 345: 0, 107: 1, 102: 1, 400: 1, 39: 0, 484: 0, 420: 0, 241: 0, 20: 1, 341: 0, 96: 0, 78: 0, 249: 0, 206: 0, 176: 1, 373: 1, 283: 0, 83: 1, 233: 1, 11: 0, 415: 0, 64: 1, 46: 0, 419: 0, 380: 0, 80: 0, 12: 0, 189: 0, 333: 0, 60: 0, 470: 0, 255: 0, 277: 0, 169: 0, 18: 0, 227: 0, 316: 0, 209: 0, 449: 0, 395: 0, 379: 0, 224: 0, 22: 0, 356: 0, 120: 1, 119: 0, 385: 0, 407: 0, 75: 0, 36: 0, 220: 1, 300: 0, 478: 0, 190: 1, 8: 0, 2: 0, 404: 0, 121: 1, 271: 0, 259: 0, 94: 1, 263: 0, 414: 1, 244: 1, 406: 0, 111: 1, 432: 0, 246: 0, 145: 1, 326: 0, 499: 0, 354: 0, 215: 0, 85: 0}"
5,177.0,"{462: 1, 352: 0, 468: 1, 318: 1, 138: 1, 251: 1, 44: 1, 430: 1, 177: 1, 47: 1, 498: 0, 29: 1, 500: 1, 331: 1, 428: 0, 480: 0, 9: 1, 376: 0, 408: 1, 41: 1, 314: 1, 465: 1, 305: 0, 483: 0, 369: 1, 386: 1, 261: 1, 348: 1, 218: 1, 55: 1, 453: 1, 431: 0, 372: 0, 441: 1, 436: 1, 411: 1, 383: 1, 272: 1, 397: 1, 32: 0, 173: 1, 237: 1, 62: 1, 182: 1, 434: 0, 235: 0, 366: 1, 54: 1, 152: 0, 184: 1, 360: 1, 423: 1, 402: 1, 106: 1, 284: 1, 320: 1, 239: 1, 146: 0, 264: 1, 401: 1, 338: 1, 74: 1, 351: 0, 365: 1, 105: 1, 335: 1, 172: 1, 250: 1, 200: 0, 118: 1, 183: 1, 273: 0, 466: 1, 487: 1, 485: 1, 70: 0, 1: 1, 313: 1, 363: 1, 57: 1, 139: 0, 297: 0, 262: 1, 474: 1, 185: 1, 375: 1, 3: 0, 399: 1, 336: 0, 143: 1, 266: 1, 479: 1, 25: 1, 191: 0, 35: 1, 417: 0, 50: 1, 355: 0, 23: 1, 429: 0, 236: 0, 197: 0, 240: 1, 459: 1, 165: 0, 339: 1, 456: 1, 51: 1, 205: 1, 247: 0, 92: 1, 330: 1, 89: 1, 77: 1, 31: 1, 242: 1, 281: 1, 332: 0, 389: 1, 214: 1, 382: 1, 265: 1, 488: 0, 66: 1, 409: 0, 4: 1, 122: 1, 377: 0, 67: 1, 226: 0, 213: 1, 315: 0, 370: 1, 492: 1, 43: 1, 334: 0, 472: 1, 97: 1, 327: 1, 134: 1, 21: 1, 217: 1, 442: 1, 269: 1, 38: 1, 101: 1, 445: 1, 221: 0, 81: 1, 42: 1, 394: 1, 286: 1, 98: 1, 317: 1, 353: 1, 473: 1, 358: 1, 450: 0, 68: 1, 280: 1, 159: 1, 329: 1, 211: 1, 116: 1, 56: 0, 155: 1, 427: 0, 311: 0, 45: 1, 123: 1, 10: 0, 491: 1, 168: 0, 162: 1, 59: 0, 125: 1, 222: 1, 99: 1, 295: 1, 443: 1, 117: 0, 110: 0, 322: 1, 151: 1, 201: 1, 294: 1, 448: 1, 446: 1, 112: 1, 170: 0, 416: 0, 7: 0, 381: 0, 212: 1, 489: 0, 458: 1, 296: 1, 234: 0, 493: 1, 424: 1, 181: 1, 166: 1, 413: 1, 304: 0, 230: 1, 388: 1, 115: 1, 228: 1, 207: 1, 223: 1, 258: 1, 362: 1, 278: 1, 435: 1, 28: 1, 108: 1, 460: 1, 364: 1, 467: 1, 91: 1, 52: 1, 346: 1, 349: 1, 310: 1, 17: 1, 289: 1, 144: 0, 195: 1, 135: 1, 160: 0, 180: 1, 328: 0, 279: 1, 359: 0, 444: 1, 463: 1, 153: 1, 131: 1, 16: 1, 154: 1, 140: 1, 325: 1, 147: 1, 243: 1, 256: 1, 141: 1, 440: 0, 129: 1, 410: 1, 76: 1, 231: 0, 186: 0, 452: 0, 40: 0, 100: 0, 361: 1, 469: 1, 161: 0, 324: 0, 471: 1, 396: 1, 290: 0, 33: 1, 238: 0, 447: 0, 5: 0, 340: 0, 486: 1, 24: 0, 104: 0, 194: 0, 95: 0, 451: 0, 86: 0, 113: 0, 253: 0, 203: 0, 299: 0, 276: 0, 156: 1, 390: 0, 495: 0, 61: 1, 433: 0, 292: 0, 229: 1, 301: 1, 437: 0, 291: 0, 204: 0, 49: 0, 73: 0, 69: 0, 71: 0, 208: 0, 132: 0, 216: 0, 455: 1, 167: 1, 136: 0, 13: 1, 65: 0, 196: 0, 6: 0, 309: 0, 142: 0, 302: 0, 274: 1, 323: 0, 158: 0, 245: 0, 422: 1, 403: 0, 219: 0, 308: 1, 454: 0, 79: 0, 188: 0, 109: 0, 15: 0, 496: 0, 270: 0, 72: 1, 130: 0, 26: 1, 494: 0, 438: 0, 426: 0, 174: 1, 344: 0, 202: 1, 378: 0, 128: 0, 497: 0, 461: 0, 149: 0, 133: 1, 27: 1, 148: 1, 30: 0, 248: 0, 357: 0, 225: 1, 392: 1, 288: 0, 457: 0, 371: 0, 127: 0, 342: 0, 193: 0, 260: 0, 393: 1, 421: 0, 481: 0, 303: 0, 84: 1, 464: 0, 124: 0, 425: 0, 267: 0, 347: 0, 19: 0, 350: 0, 398: 1, 192: 1, 477: 0, 90: 0, 34: 0, 87: 1, 53: 0, 126: 0, 157: 0, 306: 0, 178: 0, 171: 0, 179: 0, 321: 0, 88: 0, 343: 0, 93: 0, 58: 0, 319: 0, 285: 0, 164: 0, 312: 1, 293: 0, 114: 0, 268: 0, 384: 0, 307: 0, 282: 0, 476: 0, 252: 0, 482: 0, 254: 1, 367: 0, 368: 0, 82: 1, 48: 1, 14: 0, 137: 1, 405: 0, 439: 0, 163: 0, 198: 0, 257: 0, 232: 1, 187: 0, 150: 0, 210: 0, 275: 0, 475: 1, 175: 0, 103: 0, 199: 0, 418: 0, 490: 1, 287: 0, 63: 0, 37: 0, 374: 0, 298: 0, 391: 0, 387: 0, 337: 0, 412: 1, 345: 0, 107: 1, 102: 1, 400: 1, 39: 0, 484: 0, 420: 0, 241: 1, 20: 1, 341: 0, 96: 0, 78: 0, 249: 0, 206: 0, 176: 1, 373: 1, 283: 0, 83: 1, 233: 1, 11: 0, 415: 0, 64: 1, 46: 0, 419: 0, 380: 0, 80: 0, 12: 0, 189: 0, 333: 0, 60: 0, 470: 0, 255: 0, 277: 0, 169: 0, 18: 0, 227: 0, 316: 0, 209: 0, 449: 0, 395: 0, 379: 0, 224: 0, 22: 0, 356: 1, 120: 1, 119: 0, 385: 0, 407: 0, 75: 0, 36: 0, 220: 1, 300: 0, 478: 0, 190: 1, 8: 0, 2: 0, 404: 0, 121: 1, 271: 0, 259: 0, 94: 1, 263: 0, 414: 1, 244: 1, 406: 0, 111: 1, 432: 0, 246: 0, 145: 1, 326: 0, 499: 0, 354: 0, 215: 0, 85: 0}"
6,147.0,"{462: 1, 352: 0, 468: 0, 318: 1, 138: 1, 251: 1, 44: 1, 430: 1, 177: 1, 47: 0, 498: 0, 29: 1, 500: 1, 331: 1, 428: 0, 480: 0, 9: 1, 376: 0, 408: 1, 41: 1, 314: 1, 465: 1, 305: 0, 483: 0, 369: 1, 386: 1, 261: 1, 348: 1, 218: 1, 55: 1, 453: 1, 431: 0, 372: 0, 441: 1, 436: 1, 411: 1, 383: 1, 272: 1, 397: 1, 32: 0, 173: 1, 237: 1, 62: 1, 182: 1, 434: 0, 235: 0, 366: 1, 54: 1, 152: 0, 184: 1, 360: 1, 423: 1, 402: 1, 106: 1, 284: 1, 320: 0, 239: 1, 146: 0, 264: 1, 401: 1, 338: 1, 74: 1, 351: 0, 365: 1, 105: 1, 335: 1, 172: 1, 250: 1, 200: 0, 118: 1, 183: 1, 273: 0, 466: 1, 487: 1, 485: 1, 70: 0, 1: 1, 313: 1, 363: 1, 57: 1, 139: 0, 297: 0, 262: 1, 474: 1, 185: 1, 375: 1, 3: 0, 399: 1, 336: 0, 143: 0, 266: 1, 479: 0, 25: 1, 191: 0, 35: 1, 417: 0, 50: 1, 355: 0, 23: 1, 429: 0, 236: 0, 197: 0, 240: 1, 459: 1, 165: 0, 339: 1, 456: 1, 51: 0, 205: 1, 247: 0, 92: 1, 330: 1, 89: 1, 77: 1, 31: 1, 242: 1, 281: 1, 332: 0, 389: 1, 214: 1, 382: 1, 265: 1, 488: 0, 66: 1, 409: 0, 4: 1, 122: 1, 377: 0, 67: 1, 226: 0, 213: 1, 315: 0, 370: 1, 492: 1, 43: 1, 334: 0, 472: 1, 97: 1, 327: 1, 134: 1, 21: 1, 217: 0, 442: 1, 269: 1, 38: 1, 101: 1, 445: 1, 221: 0, 81: 1, 42: 1, 394: 1, 286: 1, 98: 1, 317: 1, 353: 1, 473: 1, 358: 1, 450: 0, 68: 1, 280: 1, 159: 1, 329: 1, 211: 1, 116: 1, 56: 0, 155: 1, 427: 0, 311: 0, 45: 1, 123: 1, 10: 0, 491: 1, 168: 0, 162: 1, 59: 0, 125: 1, 222: 1, 99: 1, 295: 1, 443: 1, 117: 0, 110: 0, 322: 1, 151: 1, 201: 1, 294: 1, 448: 1, 446: 1, 112: 1, 170: 0, 416: 0, 7: 0, 381: 0, 212: 1, 489: 0, 458: 1, 296: 1, 234: 0, 493: 1, 424: 1, 181: 1, 166: 1, 413: 1, 304: 0, 230: 1, 388: 1, 115: 1, 228: 1, 207: 1, 223: 1, 258: 1, 362: 1, 278: 1, 435: 0, 28: 1, 108: 1, 460: 1, 364: 1, 467: 1, 91: 1, 52: 1, 346: 1, 349: 1, 310: 1, 17: 1, 289: 1, 144: 0, 195: 1, 135: 1, 160: 0, 180: 1, 328: 0, 279: 1, 359: 1, 444: 1, 463: 1, 153: 1, 131: 1, 16: 1, 154: 1, 140: 1, 325: 1, 147: 1, 243: 1, 256: 1, 141: 1, 440: 0, 129: 1, 410: 1, 76: 1, 231: 0, 186: 0, 452: 0, 40: 0, 100: 0, 361: 1, 469: 1, 161: 0, 324: 0, 471: 1, 396: 1, 290: 0, 33: 1, 238: 0, 447: 0, 5: 0, 340: 0, 486: 1, 24: 0, 104: 0, 194: 1, 95: 0, 451: 1, 86: 0, 113: 0, 253: 0, 203: 0, 299: 0, 276: 0, 156: 1, 390: 0, 495: 0, 61: 1, 433: 0, 292: 0, 229: 1, 301: 1, 437: 0, 291: 0, 204: 0, 49: 0, 73: 0, 69: 0, 71: 0, 208: 0, 132: 0, 216: 0, 455: 1, 167: 1, 136: 0, 13: 1, 65: 0, 196: 0, 6: 0, 309: 0, 142: 0, 302: 0, 274: 1, 323: 0, 158: 0, 245: 0, 422: 1, 403: 0, 219: 0, 308: 1, 454: 0, 79: 0, 188: 0, 109: 0, 15: 0, 496: 0, 270: 0, 72: 1, 130: 0, 26: 1, 494: 0, 438: 0, 426: 0, 174: 1, 344: 0, 202: 1, 378: 0, 128: 0, 497: 0, 461: 0, 149: 0, 133: 1, 27: 1, 148: 1, 30: 0, 248: 0, 357: 0, 225: 1, 392: 1, 288: 0, 457: 0, 371: 0, 127: 0, 342: 0, 193: 0, 260: 0, 393: 1, 421: 0, 481: 0, 303: 0, 84: 1, 464: 0, 124: 0, 425: 0, 267: 0, 347: 0, 19: 0, 350: 0, 398: 1, 192: 1, 477: 0, 90: 0, 34: 0, 87: 1, 53: 0, 126: 0, 157: 0, 306: 0, 178: 0, 171: 0, 179: 0, 321: 0, 88: 0, 343: 0, 93: 0, 58: 0, 319: 0, 285: 0, 164: 0, 312: 1, 293: 0, 114: 0, 268: 0, 384: 0, 307: 0, 282: 0, 476: 0, 252: 0, 482: 0, 254: 1, 367: 0, 368: 0, 82: 1, 48: 1, 14: 1, 137: 1, 405: 0, 439: 0, 163: 1, 198: 0, 257: 0, 232: 1, 187: 0, 150: 0, 210: 0, 275: 0, 475: 1, 175: 0, 103: 0, 199: 0, 418: 0, 490: 1, 287: 0, 63: 0, 37: 0, 374: 0, 298: 0, 391: 0, 387: 0, 337: 0, 412: 1, 345: 0, 107: 1, 102: 1, 400: 1, 39: 0, 484: 0, 420: 0, 241: 1, 20: 1, 341: 0, 96: 0, 78: 0, 249: 0, 206: 0, 176: 1, 373: 1, 283: 0, 83: 1, 233: 1, 11: 0, 415: 0, 64: 1, 46: 1, 419: 0, 380: 0, 80: 0, 12: 0, 189: 0, 333: 0, 60: 0, 470: 0, 255: 0, 277: 0, 169: 0, 18: 0, 227: 0, 316: 0, 209: 0, 449: 0, 395: 0, 379: 0, 224: 0, 22: 0, 356: 1, 120: 1, 119: 0, 385: 0, 407: 0, 75: 0, 36: 0, 220: 1, 300: 1, 478: 0, 190: 1, 8: 0, 2: 0, 404: 0, 121: 1, 271: 0, 259: 0, 94: 1, 263: 1, 414: 1, 244: 1, 406: 0, 111: 1, 432: 0, 246: 0, 145: 1, 326: 0, 499: 0, 354: 0, 215: 0, 85: 0}"
7,109.0,"{462: 1, 352: 0, 468: 1, 318: 1, 138: 1, 251: 1, 44: 1, 430: 1, 177: 1, 47: 0, 498: 0, 29: 1, 500: 1, 331: 1, 428: 0, 480: 0, 9: 1, 376: 0, 408: 1, 41: 1, 314: 1, 465: 1, 305: 0, 483: 0, 369: 1, 386: 1, 261: 1, 348: 1, 218: 1, 55: 1, 453: 1, 431: 0, 372: 0, 441: 1, 436: 1, 411: 1, 383: 1, 272: 1, 397: 1, 32: 0, 173: 0, 237: 1, 62: 1, 182: 1, 434: 0, 235: 0, 366: 0, 54: 1, 152: 0, 184: 1, 360: 1, 423: 1, 402: 1, 106: 1, 284: 1, 320: 0, 239: 1, 146: 0, 264: 1, 401: 1, 338: 1, 74: 1, 351: 0, 365: 1, 105: 1, 335: 1, 172: 0, 250: 1, 200: 0, 118: 1, 183: 1, 273: 0, 466: 1, 487: 0, 485: 1, 70: 0, 1: 1, 313: 1, 363: 1, 57: 1, 139: 0, 297: 0, 262: 1, 474: 1, 185: 1, 375: 1, 3: 0, 399: 1, 336: 0, 143: 0, 266: 1, 479: 0, 25: 1, 191: 0, 35: 1, 417: 0, 50: 1, 355: 0, 23: 1, 429: 0, 236: 0, 197: 0, 240: 1, 459: 1, 165: 0, 339: 1, 456: 0, 51: 0, 205: 1, 247: 0, 92: 1, 330: 1, 89: 1, 77: 1, 31: 1, 242: 1, 281: 1, 332: 0, 389: 0, 214: 1, 382: 1, 265: 0, 488: 0, 66: 1, 409: 0, 4: 1, 122: 1, 377: 0, 67: 1, 226: 0, 213: 1, 315: 0, 370: 1, 492: 1, 43: 1, 334: 0, 472: 1, 97: 1, 327: 1, 134: 1, 21: 1, 217: 0, 442: 1, 269: 1, 38: 1, 101: 1, 445: 1, 221: 0, 81: 1, 42: 1, 394: 1, 286: 1, 98: 1, 317: 1, 353: 1, 473: 1, 358: 1, 450: 0, 68: 1, 280: 1, 159: 1, 329: 1, 211: 1, 116: 1, 56: 0, 155: 1, 427: 0, 311: 0, 45: 1, 123: 1, 10: 0, 491: 1, 168: 0, 162: 1, 59: 0, 125: 1, 222: 0, 99: 1, 295: 1, 443: 1, 117: 0, 110: 0, 322: 1, 151: 1, 201: 1, 294: 1, 448: 1, 446: 1, 112: 1, 170: 0, 416: 0, 7: 0, 381: 0, 212: 1, 489: 0, 458: 1, 296: 1, 234: 0, 493: 1, 424: 1, 181: 1, 166: 1, 413: 1, 304: 0, 230: 1, 388: 1, 115: 1, 228: 1, 207: 1, 223: 1, 258: 1, 362: 1, 278: 1, 435: 0, 28: 1, 108: 1, 460: 1, 364: 1, 467: 1, 91: 1, 52: 1, 346: 1, 349: 1, 310: 1, 17: 1, 289: 1, 144: 0, 195: 1, 135: 1, 160: 0, 180: 1, 328: 0, 279: 1, 359: 1, 444: 1, 463: 1, 153: 1, 131: 1, 16: 1, 154: 1, 140: 1, 325: 1, 147: 1, 243: 1, 256: 1, 141: 1, 440: 0, 129: 1, 410: 1, 76: 1, 231: 0, 186: 0, 452: 0, 40: 0, 100: 0, 361: 1, 469: 1, 161: 0, 324: 0, 471: 1, 396: 1, 290: 0, 33: 1, 238: 0, 447: 0, 5: 0, 340: 0, 486: 1, 24: 0, 104: 0, 194: 1, 95: 0, 451: 1, 86: 0, 113: 0, 253: 0, 203: 0, 299: 0, 276: 0, 156: 1, 390: 0, 495: 0, 61: 1, 433: 0, 292: 0, 229: 1, 301: 1, 437: 0, 291: 0, 204: 0, 49: 1, 73: 0, 69: 0, 71: 0, 208: 0, 132: 0, 216: 0, 455: 1, 167: 1, 136: 0, 13: 1, 65: 0, 196: 0, 6: 0, 309: 0, 142: 0, 302: 0, 274: 1, 323: 0, 158: 0, 245: 0, 422: 1, 403: 0, 219: 0, 308: 1, 454: 0, 79: 0, 188: 0, 109: 0, 15: 0, 496: 0, 270: 0, 72: 1, 130: 0, 26: 1, 494: 0, 438: 0, 426: 0, 174: 1, 344: 0, 202: 1, 378: 1, 128: 0, 497: 0, 461: 0, 149: 0, 133: 1, 27: 1, 148: 1, 30: 0, 248: 0, 357: 0, 225: 1, 392: 1, 288: 0, 457: 0, 371: 0, 127: 0, 342: 0, 193: 0, 260: 0, 393: 1, 421: 0, 481: 0, 303: 0, 84: 1, 464: 0, 124: 0, 425: 0, 267: 0, 347: 1, 19: 0, 350: 0, 398: 1, 192: 1, 477: 0, 90: 0, 34: 0, 87: 1, 53: 0, 126: 0, 157: 0, 306: 0, 178: 0, 171: 0, 179: 0, 321: 0, 88: 0, 343: 0, 93: 0, 58: 0, 319: 0, 285: 0, 164: 0, 312: 1, 293: 0, 114: 0, 268: 0, 384: 1, 307: 0, 282: 0, 476: 0, 252: 0, 482: 0, 254: 1, 367: 0, 368: 0, 82: 1, 48: 1, 14: 1, 137: 1, 405: 0, 439: 0, 163: 1, 198: 0, 257: 0, 232: 1, 187: 0, 150: 0, 210: 0, 275: 0, 475: 1, 175: 0, 103: 0, 199: 0, 418: 0, 490: 1, 287: 0, 63: 0, 37: 0, 374: 0, 298: 0, 391: 0, 387: 0, 337: 0, 412: 1, 345: 0, 107: 1, 102: 1, 400: 1, 39: 0, 484: 0, 420: 0, 241: 1, 20: 1, 341: 0, 96: 0, 78: 0, 249: 0, 206: 0, 176: 1, 373: 1, 283: 0, 83: 1, 233: 1, 11: 0, 415: 0, 64: 1, 46: 1, 419: 0, 380: 0, 80: 0, 12: 0, 189: 0, 333: 0, 60: 0, 470: 0, 255: 0, 277: 0, 169: 0, 18: 0, 227: 0, 316: 0, 209: 0, 449: 0, 395: 0, 379: 0, 224: 0, 22: 0, 356: 1, 120: 1, 119: 0, 385: 0, 407: 1, 75: 1, 36: 0, 220: 1, 300: 1, 478: 0, 190: 1, 8: 0, 2: 0, 404: 0, 121: 1, 271: 1, 259: 0, 94: 1, 263: 1, 414: 1, 244: 1, 406: 0, 111: 1, 432: 0, 246: 0, 145: 1, 326: 0, 499: 0, 354: 0, 215: 0, 85: 0}"
